movieid,id,body,interest_score_users_voted,interest_score_users_interested,category_id,category_text
tt0068646,tr0777864,"The cat held by <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000008/?ref_=tttrv_tr"">Marlon Brando</a> in the opening scene was a stray that Coppola found while on the lot at &quot;Paramount Pictures,&quot; and was not originally called for in the script. So content was the cat that its purring muffled some of Brando&#39;s dialogue and, as a result, most of his lines had to be looped.",1981,1966,uncategorized,Uncategorized
tt0068646,tr0777876,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000008/?ref_=tttrv_tr"">Marlon Brando</a> wanted to make Don Corleone &quot;look like a bulldog,&quot; so he stuffed his cheeks with cotton wool for the audition. For the actual filming, he wore a mouthpiece made by Dick Smith. This appliance is on display in the American Museum of the Academy Museum of Motion Pictures in Los Angeles in a special Godfather exhibition",2408,2387,uncategorized,Uncategorized
tt0068646,tr0777836,"The smack that Vito gives Johnny Fontane was not in the script. <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000008/?ref_=tttrv_tr"">Marlon Brando</a> improvised the smack and <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0553887/?ref_=tttrv_tr"">Al Martino</a>&#39;s confused reaction was real. According to <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001001/?ref_=tttrv_tr"">James Caan</a>, &quot;Martino didn&#39;t know whether to laugh or cry.&quot;",1596,1583,uncategorized,Uncategorized
tt0068646,tr1477259,"There was intense friction between <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000338/?ref_=tttrv_tr"">Francis Ford Coppola</a> and Paramount Pictures, in which Paramount Pictures frequently tried to have Coppola replaced, citing his inability to stay on schedule, unnecessary expenses, and production and casting errors (Coppola actually completed the film ahead of schedule and under budget).",1455,1442,uncategorized,Uncategorized
tt0068646,tr0758927,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0144710/?ref_=tttrv_tr"">Richard S. Castellano</a> ad-libbed the line &quot;Leave the gun, take the cannoli.&quot;",1444,1430,uncategorized,Uncategorized
tt0068646,tr0777765,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001001/?ref_=tttrv_tr"">James Caan</a> improvised the part where he throws the FBI photographer&#39;s camera to the ground. The actor&#39;s frightened reaction is genuine. Caan also came up with the idea of throwing money at the man to make up for breaking his camera. As he put it, &quot;Where I came from, you broke something, you replaced it or repaid the owner.&quot;",2040,2018,uncategorized,Uncategorized
tt0068646,tr0777868,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000338/?ref_=tttrv_tr"">Francis Ford Coppola</a> insisted on the film being called &quot;<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0701374/?ref_=tttrv_tr"">Mario Puzo</a>&#39;s The Godfather&quot; rather than just &quot;The Godfather&quot;, because his original draft of the screenplay was so faithful to the novel, he thought Puzo deserved the credit for it.",1159,1148,uncategorized,Uncategorized
tt0068646,tr0777810,"According to <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000199/?ref_=tttrv_tr"">Al Pacino</a>, the tears in <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000008/?ref_=tttrv_tr"">Marlon Brando</a>&#39;s eyes were real, in the hospital scene when Michael pledges himself to his father.",1473,1455,uncategorized,Uncategorized
tt0068646,tr0777777,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000080/?ref_=tttrv_tr"">Orson Welles</a> lobbied to get the part of Don Vito Corleone, even offering to lose a good deal of weight in order to get the role. <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000338/?ref_=tttrv_tr"">Francis Ford Coppola</a>, a Welles fan, had to turn him down because he already had <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000008/?ref_=tttrv_tr"">Marlon Brando</a> in mind for the role and felt Welles wouldn&#39;t be right for it.",961,950,uncategorized,Uncategorized
tt0068646,tr2306074,"Michael&#39;s speech to Apollonia&#39;s father was originally written to be in Sicilian, as it was in the novel. <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000199/?ref_=tttrv_tr"">Al Pacino</a>, however, did not speak Sicilian fluently, and could not learn such a lengthy speech. <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000338/?ref_=tttrv_tr"">Francis Ford Coppola</a> re-wrote the scene at the last minute to have Michael speak English, and have Fabrizio translate for him.",426,423,uncategorized,Uncategorized
tt0068646,tr1477284,"Note the attention to detail: most of the cars have wooden bumpers. Bumpers were removed by car owners during World War II, and replaced with wooden ones. The chrome ones were turned in to help with the war effort. After the war, it took several years for them to be replaced.",1419,1400,uncategorized,Uncategorized
tt0068646,tr0777773,"The scene where Sonny beats up Carlo (Connie&#39;s husband) took four days to shoot, and featured more than 700 extras. The use of the garbage can lid was improvised by <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001001/?ref_=tttrv_tr"">James Caan</a>.",1293,1275,uncategorized,Uncategorized
tt0068646,tr1477267,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000040/?ref_=tttrv_tr"">Stanley Kubrick</a> thought the film had the best cast ever and could be the best movie ever made.",1589,1565,uncategorized,Uncategorized
tt0068646,tr0758926,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000008/?ref_=tttrv_tr"">Marlon Brando</a> did not memorize most of his lines and read from cue cards during most of the film. As a matter of fact, Marlon, who was the father of Method acting, was famous for this; he felt that doing a cold open type reading for the cameras, and then using that very first un-practiced take, was the best way to get an authentic performance. He did the exact same thing for Superman. The set for Krypton was filled with the cards pasted here and there for Marlon as he read his lines for the first time. There is a famous production still of a scene featuring Brando, James Caan and Robert Duvall, where Duvall is wearing a cue card, with Brando&#39;s lines written on it.",1640,1615,uncategorized,Uncategorized
tt0068646,tr0777830,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000338/?ref_=tttrv_tr"">Francis Ford Coppola</a> turned in an initial Director&#39;s Cut running two hours and six minutes. &quot;Paramount Pictures&quot; production chief <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0263172/?ref_=tttrv_tr"">Robert Evans</a> rejected this version, and demanded a longer cut with more scenes about the family. The final release version was nearly fifty minutes longer than Coppola&#39;s initial cut.",828,817,uncategorized,Uncategorized
tt0068646,tr2019543,"According to <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0144710/?ref_=tttrv_tr"">Richard S. Castellano</a>, he defended <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0932336/?ref_=tttrv_tr"">Gordon Willis</a> during a disagreement Willis was having with <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000338/?ref_=tttrv_tr"">Francis Ford Coppola</a>. Coppola got revenge on Castellano by making him do twenty takes of the shots of Clemenza walking up four flights of stairs.",821,810,uncategorized,Uncategorized
tt0068646,tr0777800,"Don Vito Corleone&#39;s distinctive voice was based on real-life mobster <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm1388931/?ref_=tttrv_tr"">Frank Costello</a>. <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000008/?ref_=tttrv_tr"">Marlon Brando</a> had seen him on television during the <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0444877/?ref_=tttrv_tr"">Estes Kefauver</a> hearings in 1951, and imitated his husky whisper in the film.",856,844,uncategorized,Uncategorized
tt0068646,tr0777811,"According to <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0701374/?ref_=tttrv_tr"">Mario Puzo</a>, the character of Johnny Fontane was not based on <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000069/?ref_=tttrv_tr"">Frank Sinatra</a>. However, it was widely assumed that he was, and Sinatra was furious. He angrily confronted Puzo at a restaurant in the Upper East Side, and Puzo recalled, &quot;I do remember him saying that if it wasn&#39;t that I was so much older than he [Puzo was actually five years younger than Sinatra], he would beat the hell out of me. What hurt was that there he was, a northern Italian, threatening me, a southern Italian, with physical violence. This was roughly equivalent to Einstein pulling a knife on <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0135330/?ref_=tttrv_tr"">Al Capone</a>. It just wasn&#39;t done.&quot;",1102,1085,uncategorized,Uncategorized
tt0068646,tr2555470,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000338/?ref_=tttrv_tr"">Francis Ford Coppola</a> originally planned to open the film with the wedding, immediately introducing all the characters. Then a friend pointed out how interestingly he had written the opening scene of <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0066206/?ref_=tttrv_tr"">Patton (1970)</a>. Coppola then re-wrote the opening with the Bonasera scene.",290,288,uncategorized,Uncategorized
tt0068646,tr0777867,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000199/?ref_=tttrv_tr"">Al Pacino</a>&#39;s maternal grandparents immigrated to America from Corleone, Sicily, just as Vito Corleone had.",1506,1480,uncategorized,Uncategorized
tt0068646,tr0777799,"The early buzz on this movie was so positive that a sequel was planned before the film was even finished filming.",912,898,uncategorized,Uncategorized
tt0068646,tr0777806,"According to <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000338/?ref_=tttrv_tr"">Francis Ford Coppola</a>, the film took 62 days to shoot: from March 23 to May 24, 1971.",698,688,uncategorized,Uncategorized
tt0068646,tr0777860,"For the scene where Clemenza is cooking, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000338/?ref_=tttrv_tr"">Francis Ford Coppola</a> originally wrote in the script, &quot;Clemenza browns some sausage.&quot; Upon seeing this, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0701374/?ref_=tttrv_tr"">Mario Puzo</a> crossed out &quot;browns&quot; and replaced it with &quot;fries&quot;, writing in the margin, &quot;gangsters don&#39;t brown.&quot;",1025,1008,uncategorized,Uncategorized
tt0068646,tr0777744,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001466/?ref_=tttrv_tr"">Sergio Leone</a> was approached to direct the film, but turned it down since he felt the story, which glorified the Mafia, was not interesting enough. He later regretted refusing the offer, but would go on to direct his own critically acclaimed gangster film, &quot;<a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0087843/?ref_=tttrv_tr"">Once Upon a Time in America (1984)</a>.&quot;",572,563,uncategorized,Uncategorized
tt0068646,tr2891177,"To add a sense of reality to the wedding scene (and because he only had two days to shoot it), <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000338/?ref_=tttrv_tr"">Francis Ford Coppola</a> had the cast freely act out and improvise in the background of the wedding scene. He then shot specific vignettes amongst the action.",185,184,uncategorized,Uncategorized
tt0068646,tr0777753,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000184/?ref_=tttrv_tr"">George Lucas</a> put together the &quot;Mattress Sequence&quot; (the montage of crime scene photos and headlines about the war between the five families) as a favor to <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000338/?ref_=tttrv_tr"">Francis Ford Coppola</a> for helping him fund <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0069704/?ref_=tttrv_tr"">American Graffiti (1973)</a>. He asked not to be credited. Lucas used photos from real crime scenes. The corpse on the ground near a chain link fence is <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm1533916/?ref_=tttrv_tr"">Frank Nitti</a> (aka &quot;The Enforcer&quot;), <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0135330/?ref_=tttrv_tr"">Al Capone</a>&#39;s right-hand man who had not been murdered, but actually shot himself. During the scene, Coppola&#39;s father, Carmine, is the piano player.",894,877,uncategorized,Uncategorized
