movieid,id,body,interest_score_users_voted,interest_score_users_interested,category_id,category_text
tt0099674,tr3052064,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000199/?ref_=tttrv_tr"">Al Pacino</a> stated that he did not agree with the portrayal of Michael in the film. He didn&#39;t believe that Michael would ever feel regret or remorse for his actions, especially the murder of his brother.",886,876,uncategorized,Uncategorized
tt0099674,tr2015818,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000380/?ref_=tttrv_tr"">Robert Duvall</a> turned down the $1 million that the studio had offered to re-create his role of Tom Hagen. Duvall did not feel that his proposed salary was commensurate with what <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000199/?ref_=tttrv_tr"">Al Pacino</a> and <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000473/?ref_=tttrv_tr"">Diane Keaton</a> were getting ($5 million and $1.5 million, respectively). The character was subsequently written out. Duvall later defended his position, explaining that making money was the only reason to produce another Godfather movie after so many years.",936,920,uncategorized,Uncategorized
tt0099674,tr1214005,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001068/?ref_=tttrv_tr"">Sofia Coppola</a> had to redub about twenty percent of her original dialogue for the final cut after a disastrous early screening for the New York press on December 12, 1990, where many of the critics acrimoniously singled out her performance. According to an interview in Entertainment Weekly the following month, she said her greatest vocal challenges for the role were eschewing her &quot;Valley Girl&quot; accent, and correctly pronouncing the name &quot;Corleone&quot;.",472,464,uncategorized,Uncategorized
tt0099674,tr2601198,"At the reception, after the opening ceremony, Vincent bites Zasa&#39;s ear. Much later, in the opera house, during Anthony&#39;s performance (in &quot;Cavalleria Rusticana&quot; by Pietro Mascagni), he is very amused to see the scene with Turiddu biting Alfio&#39;s ear. It is not random: biting ear and drawing blood stands for fighting to the death, according to Sicillian custom.",300,296,uncategorized,Uncategorized
tt0099674,tr0686500,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000338/?ref_=tttrv_tr"">Francis Ford Coppola</a> once admitted that he was still unhappy over the final result because of lack of time to write the script. According to him, he had wanted $6 million for the writer, producer, and director fee and 6 months to write the script. Instead, the studio gave him only $1 million in fees and only 6 weeks to work on the script (in order to meet the Christmas 1990 release date). He also regretted that the character of Tom Hagen had to be written out of the script because the studio refused to meet <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000380/?ref_=tttrv_tr"">Robert Duvall</a>&#39;s financial demands. According to Coppola, with Hagen gone, an essential character and counterpart for Michael Corleone was missing from the movie.",798,780,uncategorized,Uncategorized
tt0099674,tr1465113,"Vincent&#39;s mother, Lucy Mancini, is the bridesmaid with whom Sonny had an affair in <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0068646/?ref_=tttrv_tr"">The Godfather (1972)</a>.",683,668,uncategorized,Uncategorized
tt0099674,tr0678994,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0778734/?ref_=tttrv_tr"">Catherine Scorsese</a>, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000217/?ref_=tttrv_tr"">Martin Scorsese</a>&#39;s mother, is one of the women who stops Vincent to complain about the poor care of the neighborhood. She can also be seen in another gangster film, <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0099685/?ref_=tttrv_tr"">Goodfellas (1990)</a>, in the larger role as Tommy DeVito&#39;s mother.",506,495,uncategorized,Uncategorized
tt0099674,tr2580503,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000199/?ref_=tttrv_tr"">Al Pacino</a> and <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000473/?ref_=tttrv_tr"">Diane Keaton</a> had dated on and off for several years after making the first film together, ultimately breaking up for good when Keaton wanted a serious long-term relationship and Pacino did not. This led to some friction when they first arrived on The Godfather III set. Like their characters, they were able to get past the issues in their past. In real life, however, it involved Keaton travelling back to New York City with Pacino for the funeral of his grandmother, who had died during production.",484,473,uncategorized,Uncategorized
tt0099674,tr2710124,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000213/?ref_=tttrv_tr"">Winona Ryder</a>&#39;s departure of the film created a major fuss on set and in the media. Ryder did actually arrive on set to perform the part of Mary Corleone, but ultimately backed out. She arrived on set in Rome, two days after completing work on <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0100140/?ref_=tttrv_tr"">Mermaids (1990)</a> in Massachusetts, but passed out immediately in her hotel room upon arrival, and was eventually diagnosed with exhaustion. Following her departure of the film, several headlines were created about the exit, either claiming that she was pregnant, that she had a nervous breakdown, that drugs were involved, that her then-boyfriend <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000136/?ref_=tttrv_tr"">Johnny Depp</a> was having an affair and making her crazy, or that Depp talked her out of doing the film so that she could appear in <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0099487/?ref_=tttrv_tr"">Edward Scissorhands (1990)</a>. On-set, Ryder&#39;s replacement of the untested <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001068/?ref_=tttrv_tr"">Sofia Coppola</a> was a divisive choice among the cast of the film, and more than one name player reportedly threatened to quit the movie. Meanwhile, Ryder, still recovering, was threatened with lawsuits from several parties, including Paramount Pictures. However, Ryder met a lot of support and empathy from the cast, including <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000473/?ref_=tttrv_tr"">Diane Keaton</a> and <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000199/?ref_=tttrv_tr"">Al Pacino</a>, who checked up on her many times through those weeks.",319,313,uncategorized,Uncategorized
tt0099674,tr0696627,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0769726/?ref_=tttrv_tr"">Rebecca Schaeffer</a> was in the running to play Mary Corleone, but she was tragically murdered on the day that she was to receive the script for this film. <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000213/?ref_=tttrv_tr"">Winona Ryder</a> was later cast in the part, before she was ultimately replaced by <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001068/?ref_=tttrv_tr"">Sofia Coppola</a>.",407,398,uncategorized,Uncategorized
tt0099674,tr0998481,"The first of only two trilogies to have all three films nominated for an Academy Award for Best Picture. The other is <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001392/?ref_=tttrv_tr"">Peter Jackson</a>&#39;s The Lord of the Rings trilogy.",520,507,uncategorized,Uncategorized
tt0099674,tr0721290,"Because of the popularity of the two earlier Godfather movies, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000069/?ref_=tttrv_tr"">Frank Sinatra</a> reversed his anti-Godfather stance and expressed interest in playing Don Altobello. He lost interest because of the size of the paycheck for the role, and it went to <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0908919/?ref_=tttrv_tr"">Eli Wallach</a>. Coincidentally, Sinatra got his role in <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0045793/?ref_=tttrv_tr"">From Here to Eternity (1953)</a> when Wallach backed out due to scheduling conflicts with a Broadway play. Legend has it that Sinatra used mob ties to get Wallach&#39;s part, which inspired the Johnny Fontane subplot in <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0068646/?ref_=tttrv_tr"">The Godfather (1972)</a>.",364,355,uncategorized,Uncategorized
tt0099674,tr1496505,"Coincidentally, the Vatican Bank once owned the land upon which Paramount Pictures was located. Paramount leased the land - owned by the Vatican - from the Hollywood Forever Cemetery which abuts the Paramount property.",531,515,uncategorized,Uncategorized
tt0099674,tr1905006,"Despite bearing the title &quot;Part III&quot; (to which the studio insisted), <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000338/?ref_=tttrv_tr"">Francis Ford Coppola</a> considers this film to be the series&#39; epilogue. For the movie&#39;s 30th anniversary in 2020, Coppola made an alternate version that cut out four minutes of footage and re-arranged the beginning and ending, which received a limited theatrical release under the title &#39;The Godfather Coda: The Death of Michael Corleone&#39;. This version was also included in subsequent home video releases.",274,266,uncategorized,Uncategorized
tt0099674,tr1368106,"After the argument between Michael Corleone and the members of the Vatican, he leaves the building, saying, &quot;We&#39;re back with the Borgias&quot;. <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0701374/?ref_=tttrv_tr"">Mario Puzo</a>, author of <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0068646/?ref_=tttrv_tr"">The Godfather (1972)</a>, later wrote a book about the Borgias called &quot;The Family&quot;. It was later revealed, during the broadcast of the television series <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt1582457/?ref_=tttrv_tr"">The Borgias (2011)</a>, that the Borgias were the original inspiration for the Corleones. Vito was based on Rodrigo Borgia, a.k.a. Pope Alexander VI. Michael was based on Cesare Borgia, Santino on Juan Borgia, Fredo on Gioffre Borgia, and Connie on Lucrezia Borgia.",306,296,uncategorized,Uncategorized
tt0099674,tr0615229,"Mary Corleone&#39;s (<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001068/?ref_=tttrv_tr"">Sofia Coppola</a>&#39;s) aunt is played by Sofia&#39;s real-life aunt, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001735/?ref_=tttrv_tr"">Talia Shire</a>. Shire&#39;s mother <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0178889/?ref_=tttrv_tr"">Italia Coppola</a>, whose resemblance is unmistakable, plays the relative at the party standing just behind <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0908919/?ref_=tttrv_tr"">Eli Wallach</a>.",326,315,uncategorized,Uncategorized
tt0099674,tr1496500,"This was the only film in the trilogy not to win the Academy Award for Best Picture, nor to be selected for preservation by the National Film Registry.",233,226,uncategorized,Uncategorized
tt0099674,tr0665398,"When <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000412/?ref_=tttrv_tr"">Andy Garcia</a> filmed his fight scene, he insisted on beating the stuntman with a real pistol instead of a prop pistol. This resulted in the stuntman suffering a cut that required stitches.",303,292,uncategorized,Uncategorized
tt0099674,tr0718666,"For her widely criticised performance in this film, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001068/?ref_=tttrv_tr"">Sofia Coppola</a> &quot;won&quot; two Razzie Awards (for Worst Supporting Actress and Worst New Star). At the time, the performance also set a new record for the percentage of votes received by any actor or actress in Golden Raspberry Awards history. In a field of five contenders, the performance took over 65% of Razzie members&#39; votes in both categories.",358,342,uncategorized,Uncategorized
tt0099674,tr1249721,"Every movie from The Godfather trilogy begins with a lavish celebration of some kind, with the first one being Connie&#39;s wedding, the second for Anthony&#39;s First Communion, this one in honor of Michael&#39;s award from <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0691065/?ref_=tttrv_tr"">Pope Paul VI</a>.",329,314,uncategorized,Uncategorized
tt0099674,tr0666495,"According to <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0084247/?ref_=tttrv_tr"">Peter Biskind</a>&#39;s book &quot;The Godfather Companion&quot;, a 1985 script co-written by <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0942870/?ref_=tttrv_tr"">Thomas Lee Wright</a> and <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0547823/?ref_=tttrv_tr"">Nick Marino</a>, included a character based on drug lord <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm2752759/?ref_=tttrv_tr"">Leroy &#39;Nicky&#39; Barnes</a>. When the script was briefly considered, Wright persuaded <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000552/?ref_=tttrv_tr"">Eddie Murphy</a> to take the role. Murphy reportedly said, &quot;I would act in The Godfather for nothing.&quot;",148,143,uncategorized,Uncategorized
tt0099674,tr0723150,"The initial draft for this film had Tom Hagen in it. <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000380/?ref_=tttrv_tr"">Robert Duvall</a> wanted $5 million to reprise this role. Paramount Pictures turned him down, and the part was re-cast and altered for <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001313/?ref_=tttrv_tr"">George Hamilton</a> to play the new Hagen-like character, lawyer B.J. Harrison. A line of dialogue was inserted that explained Hagen had died several years before.",188,180,uncategorized,Uncategorized
tt0099674,tr5101611,Francis Ford Coppola felt the movie was &#39;&#39;incomplete&#39;&#39; without Robert Duvall&#39;s participation.,121,117,uncategorized,Uncategorized
tt0099674,tr0726311,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0818874/?ref_=tttrv_tr"">Joe Spinell</a>, who played Willi Cicci in <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0068646/?ref_=tttrv_tr"">The Godfather (1972)</a> and <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0071562/?ref_=tttrv_tr"">The Godfather Part II (1974)</a>, was to have reprised his role, but died before production was to begin. An earlier version of the script had Cicci working for new characters, the Russo Brothers. The three characters were eventually combined into Joey Zasa.",138,133,uncategorized,Uncategorized
tt13130308,tr6547344,First time megastar Chiranjeevi and Salman Khan come to gather in a film.,2,2,uncategorized,Uncategorized
tt13130308,tr6547345,Salman Khan didn&#39;t charge any fee for the film.,1,1,uncategorized,Uncategorized
tt13130308,tr6547347,Film released in Hindi and Telugu on 05th October 2022 on eve of Dussehra.,0,0,uncategorized,Uncategorized
tt13130308,tr6547348,Film faced competition with Saif Ali Khan and Hrithik Roshan&#39;s Vikram Vedha which was released on 29th September 2022.,0,0,uncategorized,Uncategorized
tt13130308,tr6547346,Telugu debut of Salman Khan.,0,0,uncategorized,Uncategorized
tt13130308,tr6670351,"Remake of Malyalam blockbuster Lucifer (2019), starring Mohanlal.",0,0,uncategorized,Uncategorized
tt0809488,tr0617241,"Director <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000338/?ref_=tttrv_tr"">Francis Ford Coppola</a> agreed to re-edit <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0068646/?ref_=tttrv_tr"">The Godfather (1972)</a> and <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0071562/?ref_=tttrv_tr"">The Godfather Part II (1974)</a> into one, in order to raise money for his beleaguered production <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0078788/?ref_=tttrv_tr"">Apocalypse Now (1979)</a>.",71,71,uncategorized,Uncategorized
tt0809488,tr0725943,"This re-edited version includes scenes deleted from <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0068646/?ref_=tttrv_tr"">The Godfather (1972)</a> and <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0071562/?ref_=tttrv_tr"">The Godfather Part II (1974)</a>, including one showing Jack Woltz acting questionably with a child star, and Vito and Michael discussing Michael&#39;s future career.",59,59,uncategorized,Uncategorized
tt0809488,tr1161622,It originally aired on NBC over four consecutive nights (one three-hour segment and three two-hour segments) in November 1977.,41,41,uncategorized,Uncategorized
tt0809488,tr1759084,"This was the first time that <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0071562/?ref_=tttrv_tr"">The Godfather Part II (1974)</a> was shown on television. <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0068646/?ref_=tttrv_tr"">The Godfather (1972)</a> was shown on NBC in 1974.",37,36,uncategorized,Uncategorized
tt0809488,tr3266747,"The miniseries cast includes seven Oscar winners: <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000199/?ref_=tttrv_tr"">Al Pacino</a>, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000008/?ref_=tttrv_tr"">Marlon Brando</a>, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000134/?ref_=tttrv_tr"">Robert De Niro</a>, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000473/?ref_=tttrv_tr"">Diane Keaton</a>, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000380/?ref_=tttrv_tr"">Robert Duvall</a>, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0178874/?ref_=tttrv_tr"">Carmine Coppola</a>, and <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001068/?ref_=tttrv_tr"">Sofia Coppola</a>; and eight Oscar nominees: <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001001/?ref_=tttrv_tr"">James Caan</a>, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001735/?ref_=tttrv_tr"">Talia Shire</a>, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0311155/?ref_=tttrv_tr"">Michael V. Gazzo</a>, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0144710/?ref_=tttrv_tr"">Richard S. Castellano</a>, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0833448/?ref_=tttrv_tr"">Lee Strasberg</a>, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0549134/?ref_=tttrv_tr"">John Marley</a>, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000732/?ref_=tttrv_tr"">Danny Aiello</a>, and <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0178910/?ref_=tttrv_tr"">Roman Coppola</a>.",31,27,uncategorized,Uncategorized
tt0069792,tr3395166,"While filming in Harlem, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0169540/?ref_=tttrv_tr"">Larry Cohen</a> was accosted by local gangsters who threatened to disrupt the shoot unless they were paid off. Instead, Cohen offered them small roles in the film. They helped so enthusiastically that they attended the premiere to sign autographs.",31,31,uncategorized,Uncategorized
tt0069792,tr0610702,"Originally offered to <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0002035/?ref_=tttrv_tr"">Sammy Davis Jr.</a>, who turned it down because he could not pay the $10,000 for the script due to his issues with the Internal Revenue Service at the time. Davis wanted a project where he would be the star and not play second banana to <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000069/?ref_=tttrv_tr"">Frank Sinatra</a> and <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001509/?ref_=tttrv_tr"">Dean Martin</a>. When <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0169540/?ref_=tttrv_tr"">Larry Cohen</a>&#39;s deal with Davis fell through, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0035098/?ref_=tttrv_tr"">Samuel Z. Arkoff</a> and American-International Pictures took up the project.",17,17,uncategorized,Uncategorized
tt0069792,tr5435815,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0376914/?ref_=tttrv_tr"">Gloria Hendry</a> said in an interview that she was cast because she was willing to do the nudity the role required. Nudity was no problem for her because she had posed for &quot;Playboy&quot; when she was a model before becoming an actress. However, she said it was an issue for some other black actresses; as a general rule, they didn&#39;t do nudity because it was deemed as a reminder of the past when black slaves would be forced to strip down so that their masters could get a good look at the kind of stock they were attempting to purchase. That &quot;no-nudity&quot; attitude soon changed, though, as Blaxploitation and other films at that time required nudity, so more and more actresses were willing to strip off their clothes if they wanted to work.",13,13,uncategorized,Uncategorized
tt0069792,tr5014373,"The sequence in the barber shop where doomed gangster Mr. Grossfeld is getting his daily shave proved to be challenging to shoot. Director <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0169540/?ref_=tttrv_tr"">Larry Cohen</a> instructed the real-life barber to accidentally nick the actor&#39;s face while shaving him, but no matter how many times he tried, the actor would not bleed.",12,12,uncategorized,Uncategorized
tt0069792,tr4487715,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0376914/?ref_=tttrv_tr"">Gloria Hendry</a> and <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0364918/?ref_=tttrv_tr"">Julius Harris</a> starred together in <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0070328/?ref_=tttrv_tr"">Live and Let Die (1973)</a>.",10,10,uncategorized,Uncategorized
tt0069792,tr5123523,"First of only two feature film scores by <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0113768/?ref_=tttrv_tr"">James Brown</a>. The other was <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0070706/?ref_=tttrv_tr"">Slaughter&#39;s Big Rip-Off (1973)</a>.",10,10,uncategorized,Uncategorized
tt0069792,tr1422804,The name Caesar is never spoken in the movie.,26,23,uncategorized,Uncategorized
tt0069792,tr3796271,Tommy&#39;s main sidearm is a 9mm Mauser C96 &quot;Red 9&quot; pistol.,15,14,uncategorized,Uncategorized
tt0069792,tr6293753,"Mr. Gibbs says that he was a cook during the war, in real life Julius Harris was an Army Medic during War World ll.",9,9,uncategorized,Uncategorized
tt0069792,tr4701672,"The customized Walther P38 from Big Jake, made to resemble a Bergmann Model 1896, is used by the mob hitman in the opening 1953 sequence.",7,7,uncategorized,Uncategorized
tt0069792,tr6100113,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0004365/?ref_=tttrv_tr"">Fred Williamson</a> had met <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0169540/?ref_=tttrv_tr"">Larry Cohen</a> a few times, socially, most;y at restaurants in Beverly Hills. He said of Cohen, So we talk, we meet, we wave at each other from time to time, and he got to know me kind of well. Having met him socially, he said, &#39;Wow, this is the guy&#39;. But then he had to convince me to do it because I wasn&#39;t sure I wanted to be in this kind of movie until I came up with my idea of Caesar from <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000064/?ref_=tttrv_tr"">Edward G. Robinson</a> and knew how I was going to play the role. I wasn&#39;t depending on Larry Cohen&#39;s script to carry me through because I knew he didn&#39;t understand Black motivation. We had this discussion saying, &#39;&#39;ll do what I feel is right and I will discuss it with you, and if I don&#39;t think something is right, I&#39;ll discuss it with you and I won&#39;t do it. It&#39;s that simple&#39;.&quot;",7,7,uncategorized,Uncategorized
tt0069792,tr4701673,Capt. McKinney&#39;s sidearm is a pre-war Colt Official Police revolver with a four-inch barrel.,6,6,uncategorized,Uncategorized
tt0069792,tr6749202,Julius Harris is only 15 years older than Fred Williamson despite playing his dad,6,6,uncategorized,Uncategorized
tt0069792,tr6593436,Final film of Myrna Hansen.,4,4,uncategorized,Uncategorized
tt0353496,tr2048190,"Even though the film ran for 404 days at Sreekumar theatre in Thiruvanthapuram, it was screened with regular shows only for 97 days and for the rest of the 307 days, it played only as noon show.",5,4,uncategorized,Uncategorized
tt0353496,tr2412344,"Godfather was the first film of N.N. Pillai, who scripted various path breaking theatre dramas. He mostly portrayed rough and tough roles in plays, which prompted the directors to cast him in such a role in this film.",2,2,uncategorized,Uncategorized
