title,core_job_title,company_name,company_sector_and_industry,company_website,language_requirements,technical_tools,yearly_min_compensation,yearly_max_compensation,workplace_countries,workplace_states,workplace_cities,formatted_workplace_location,apply_url
Linux Staff Software Engineer,Linux Software Engineer,Woodward Governor,"['Machine Manufacturers', 'Manufacturing Companies']",woodward.com,"['English', 'Polish']","['C++', 'C', 'Yocto', 'U-Boot', 'Linux Kernel', 'PREEMPT_RT', 'Systemd', 'Git']",204000,312000,['PL'],[],"['Niepolomice, null, PL']","Niepolomice, Poland",https://woodward.wd5.myworkdayjobs.com/woodward/job/Niepolomice-PL/Linux-Staff-Software-Engineer_JR103580
SENIOR ENGINEER APPLICATION,Senior Engineer,Woodward Governor,"['Machine Manufacturers', 'Manufacturing Companies']",woodward.com,['English'],"['GAP software', 'HMI software', 'ProE', 'NetSim', 'Toolkit', 'Intellution', 'Citect', 'AutoCad', 'MatlLab', 'Simulink']",,,['AU'],[],"['Sydney, null, AU']","Sydney, Australia",https://woodward.wd5.myworkdayjobs.com/woodward/job/Sydney-AU/SENIOR-ENGINEER-APPLICATION_JR104938
Software Engineer,Software Engineer,Applied Intuition,['Information Technology'],http://www.appliedintuition.com,['English'],"['C++', 'JavaScript', 'Python', 'Golang', 'React', 'GraphQL', 'Docker', 'Kubernetes', 'ROS']",,,"['DE', 'US', 'SE', 'KR', 'JP']","['Bavaria, DE', 'California, US', 'Florida, US', 'Michigan, US']","['Munich, Bavaria, DE', 'Mountain View, California, US', 'San Diego, California, US', 'Ft. Walton Beach, Florida, US', 'Ann Arbor, Michigan, US', 'Detroit, Michigan, US', 'Washington, D.C., null, US', 'Stuttgart, null, DE', 'Munich, null, DE', 'Stockholm, null, SE', 'Seoul, null, KR', 'Tokyo, null, JP']","Munich or Mountain View or San Diego or Ft. Walton Beach or Ann Arbor or Detroit or Washington, D.C. or Stuttgart or Munich or Stockholm or Seoul or Tokyo",https://boards.greenhouse.io/appliedintuition/jobs/4091538005?gh_jid=4091538005
Software Engineer - Controls,Software Engineer,Applied Intuition,['Information Technology'],http://www.appliedintuition.com,['English'],"['C++', 'Nonlinear MPC', 'MPPI Control', 'Quadratic Programming Solvers', 'Nonlinear Optimization Tools']",125000,222000,['US'],"['California, US']","['Mountain View, California, US']","Mountain View, California, United States",https://boards.greenhouse.io/appliedintuition/jobs/4045179005?gh_jid=4045179005
Software Engineer - Calibration,Software Engineer,Applied Intuition,['Information Technology'],http://www.appliedintuition.com,['English'],"['C++', 'Python']",125000,222000,['US'],"['California, US']","['Mountain View, California, US']","Mountain View, California, United States",https://boards.greenhouse.io/appliedintuition/jobs/4373450005?gh_jid=4373450005
Software Engineer,Software Engineer,Applied Intuition,['Information Technology'],http://www.appliedintuition.com,['English'],"['Python', 'C++']",,,['JP'],[],"['Tokyo, null, JP']","Tokyo, Japan",https://boards.greenhouse.io/appliedintuition/jobs/4330203005?gh_jid=4330203005
Software Engineer,Software Engineer,Neocoil LLC,['Healthcare'],,['English'],"['Java', 'C', 'C++', 'C#', 'Android Development', 'Apple Development']",,,['US'],"['Wisconsin, US']","['Pewaukee, Wisconsin, US']","Pewaukee, Waukesha County, Wisconsin",https://recruiting.paylocity.com/Recruiting/Jobs/Details/3043325
Graduate Software Engineer,Software Engineer,Thales,"['Defense Companies', 'Professional Service Companies', 'Electronic Products Manufacturers', 'Manufacturing Companies']",thalesgroup.com,['English'],['Programming'],,,['AU'],"['New South Wales, AU']","['Rydalmere, New South Wales, AU']","Rydalmere, New South Wales, Australia",https://thales.wd3.myworkdayjobs.com/careers/job/Rydalmere/Graduate-Software-Engineer_R0275988-1
Software Engineer,Software Engineer,Thales,"['Defense Companies', 'Professional Service Companies', 'Electronic Products Manufacturers', 'Manufacturing Companies']",thalesgroup.com,['English'],"['Java', 'JUnit', 'GIT', 'Bitbucket', 'Jenkins', 'Eclipse', 'JIRA']",,,['SG'],[],[],Singapore,https://thales.wd3.myworkdayjobs.com/careers/job/Singapore/Software-Engineer_R0274235-1
Sr. Software Engineer,Software Engineer,Thales,"['Defense Companies', 'Professional Service Companies', 'Electronic Products Manufacturers', 'Manufacturing Companies']",thalesgroup.com,['English'],"['.NET', 'C#', 'ASP.NET', 'REST', 'HTML', 'CSS', 'JavaScript', 'Git', 'Microsoft SQL', 'PostgreSQL', 'AWS', 'DevOps']",,,['IN'],"['Uttar Pradesh, IN']","['Noida, Uttar Pradesh, IN']","Noida, Uttar Pradesh, India",https://thales.wd3.myworkdayjobs.com/careers/job/Noida-Berger-Tower/Sr-Software-Engineer_R0259773-1
Graduate Software Engineer,Software Engineer,Thales,"['Defense Companies', 'Professional Service Companies', 'Electronic Products Manufacturers', 'Manufacturing Companies']",thalesgroup.com,['English'],['Java'],,,['AU'],"['Victoria, AU']","['Melbourne, Victoria, AU']","Melbourne, Victoria, Australia",https://thales.wd3.myworkdayjobs.com/careers/job/Melbourne/Graduate-Software-Engineer_R0276583
Software Engineer,Software Engineer,Capgemini,['Information Technology'],http://www.capgemini.com,['English'],[],60000,75000,['CA'],"['Ontario, CA']","['Mississauga, Ontario, CA']","Mississauga, Ontario, Canada",https://stgcapgemini.taleo.net/careersection/1/jobdetail.ftl?job=054840&lang=en
Senior Software Engineer - Senior Software Development Engineer,Senior Software Engineer,Capgemini,['Information Technology'],http://www.capgemini.com,['English'],"['C', 'C++', 'Java']",,,['US'],"['Georgia, US']","['Atlanta, Georgia, US']","Atlanta, Georgia, United States",https://stgcapgemini.taleo.net/careersection/1/jobdetail.ftl?job=052445&lang=en
Senior Software Engineer - Middleware Engineer,Senior Software Engineer,Capgemini,['Information Technology'],http://www.capgemini.com,['English'],"['Java', 'PCF', 'Kafka', 'Cloud Native - AWS', 'Cloud Native - Azure']",,,['CA'],[],[],Canada,https://stgcapgemini.taleo.net/careersection/1/jobdetail.ftl?job=052641&lang=en
Senior Software Engineer -  .Net Developer,Senior Software Engineer,Capgemini,['Information Technology'],http://www.capgemini.com,['English'],"['Microsoft C#.NET', 'VB.NET', 'Visual Studio', 'SQL']",,,['US'],"['Texas, US', 'South Carolina, US']","['San Antonio, Texas, US', 'Houston, Texas, US', 'Columbia, South Carolina, US']",San Antonio or Houston or Columbia,https://stgcapgemini.taleo.net/careersection/1/jobdetail.ftl?job=053017&lang=en
Software Engineer ,Software Engineer,BigID,"['Data Analytics Companies', 'Software Companies', 'Enterprise Software Companies', 'Security Software Companies']",bigid.com,['English'],"['Java', 'Node.js', 'Jenkins', 'GIT', 'AWS', 'Azure', 'Kubernetes', 'Linux', 'MongoDB']",,,['AR'],[],"['Buenos Aires, null, AR']","Buenos Aires, Argentina",https://job-boards.greenhouse.io/bigid/jobs/7861073002
Software Engineer ,Software Engineer,BigID,"['Data Analytics Companies', 'Software Companies', 'Enterprise Software Companies', 'Security Software Companies']",bigid.com,['English'],"['Java', 'AWS', 'GCP', 'Azure', 'Jenkins', 'Kubernetes', 'MongoDB', 'Redis', 'RabbitMQ', 'Typescript', 'Javascript', 'Datadog', 'Kibana']",,,['AR'],[],"['Buenos Aires, null, AR']","Buenos Aires, Argentina",https://job-boards.greenhouse.io/bigid/jobs/7892670002
Senior Software Engineer,Senior Software Engineer,BigID,"['Data Analytics Companies', 'Software Companies', 'Enterprise Software Companies', 'Security Software Companies']",bigid.com,['English'],"['C', 'C++', 'Java', 'Go', 'Rust', 'C#', 'Terraform', 'Puppeteer']",,,['AR'],[],"['Buenos Aires, null, AR']","Buenos Aires, Argentina",https://job-boards.greenhouse.io/bigid/jobs/7875323002
Software Engineer- Cloud Team,Software Engineer,BigID,"['Data Analytics Companies', 'Software Companies', 'Enterprise Software Companies', 'Security Software Companies']",bigid.com,['English'],"['NodeJs', 'Java', 'Python', 'Kubernetes', 'AWS']",,,['IL'],[],"['Tel Aviv, null, IL']","Tel Aviv, Israel",https://job-boards.greenhouse.io/bigid/jobs/7892634002
Software Engineer ,Software Engineer,Mews,"['Software Companies', 'Cloud Computing Providers', 'Computer Hardware Companies']",mews.com,['English'],"['.NET', 'Azure', 'React', 'Redux', 'JavaScript', 'TypeScript', 'SQL', 'DevOps', 'CI/CD']",,,['CZ'],[],[],Czech Republic,https://www.mews.com/en/careers/jobs/4211376101?gh_jid=4211376101
Software Engineer,Backend Engineer,Mews,"['Software Companies', 'Cloud Computing Providers', 'Computer Hardware Companies']",mews.com,['English'],"['Ruby', 'Rails', 'PostgreSQL', 'Go', 'AWS', 'Git', 'CI/CD']",,,['ES'],[],[],Spain,https://www.mews.com/en/careers/jobs/4472485101?gh_jid=4472485101
Senior Platform Engineer,Senior Platform Engineer,Mews,"['Software Companies', 'Cloud Computing Providers', 'Computer Hardware Companies']",mews.com,['English'],"['Azure', 'Terraform', 'Pulumi', 'AWS CDK', 'C#']",,,['ES'],[],[],Spain,https://www.mews.com/en/careers/jobs/4292519101?gh_jid=4292519101
Senior Platform Engineer,Senior Platform Engineer,Mews,"['Software Companies', 'Cloud Computing Providers', 'Computer Hardware Companies']",mews.com,['English'],"['Azure', 'Terraform', 'Pulumi', 'AWS CDK', 'C#']",,,['NL'],[],[],Netherlands,https://www.mews.com/en/careers/jobs/4292521101?gh_jid=4292521101
Software Engineer,Software Engineer,NICE,"['Software Companies', 'Manufacturing Companies', 'Electronic Products Manufacturers', 'Computer Hardware Companies', 'Cloud Computing Providers']",nice.com,['English'],"['Java', 'AWS', 'Docker', 'Kubernetes', 'CI/CD']",,,['IL'],[],"['Raanana, null, IL']","Raanana, Israel",https://boards.eu.greenhouse.io/nice/jobs/4550857101?gh_jid=4550857101
Senior Software Engineer,Senior Software Engineer,NICE,"['Software Companies', 'Manufacturing Companies', 'Electronic Products Manufacturers', 'Computer Hardware Companies', 'Cloud Computing Providers']",nice.com,['English'],[],,,['IN'],[],"['Pune, null, IN']","Pune, India",https://boards.eu.greenhouse.io/nice/jobs/4525228101?gh_jid=4525228101
Senior Software Engineer,Software Engineer,NICE,"['Software Companies', 'Manufacturing Companies', 'Electronic Products Manufacturers', 'Computer Hardware Companies', 'Cloud Computing Providers']",nice.com,['English'],"['Java', 'AWS', 'Spring', 'Spring Boot']",,,['IL'],[],"['Raanana, null, IL']","Raanana, Israel",https://boards.eu.greenhouse.io/nice/jobs/4526020101?gh_jid=4526020101
Specialist Software Engineer,Software Engineer,NICE,"['Software Companies', 'Manufacturing Companies', 'Electronic Products Manufacturers', 'Computer Hardware Companies', 'Cloud Computing Providers']",nice.com,['English'],"['Java', 'Spring', 'Hibernate', 'SQL', 'NoSQL', 'RESTful APIs', 'AWS', 'Azure', 'GCP', 'JavaScript', 'Angular', 'ReactJS']",,,['IN'],[],"['Pune, null, IN']","Pune, India",https://boards.eu.greenhouse.io/nice/jobs/4538793101?gh_jid=4538793101
Software Engineer,Software Engineer,NeoSoft LLC,['Healthcare'],,['English'],"['Java', 'C', 'C++', 'C#', 'Android', 'Apple development', 'Java-J2SE', 'Java Swing', 'DICOM']",,,['US'],"['Wisconsin, US']","['Pewaukee, Wisconsin, US']","Pewaukee, Waukesha County, Wisconsin",https://recruiting.paylocity.com/Recruiting/Jobs/Details/3043325
Software Engineer,Software Engineer,Valeo,"['Automotive Part Retailers', 'Retailers']",valeo.com,"['English', 'Portuguese']","['Microcontrollers', 'SW Flashing', 'Bootloader', 'Diagnostics', 'CAN', 'CAN-FD', 'LIN']",,,['BR'],[],"['Campinas, null, BR']","Campinas, Brazil",https://valeo.wd3.myworkdayjobs.com/valeo_jobs/job/Campinas/Software-Engineer_REQ2024045731
VIE Software Engineer,Software Engineer,Valeo,"['Automotive Part Retailers', 'Retailers']",valeo.com,['English'],[],,,['JP'],[],"['Tokyo, null, JP']","Tokyo, Japan",https://valeo.wd3.myworkdayjobs.com/valeo_jobs/job/Tokyo/VIE-Software-Engineer_REQ2025053066
VIE Software Ticket Engineer,Software Ticket Engineer,Valeo,"['Automotive Part Retailers', 'Retailers']",valeo.com,['English'],[],,,['JP'],[],"['Tokyo, null, JP']","Tokyo, Japan",https://valeo.wd3.myworkdayjobs.com/valeo_jobs/job/Tokyo/VIE-Software-Ticket-Engineer_REQ2025052139
System Test Engineer,System Test Engineer,Valeo,"['Automotive Part Retailers', 'Retailers']",valeo.com,['English'],[],,,['CZ'],[],"['Prague, null, CZ']","Prague, Czech Republic",https://valeo.wd3.myworkdayjobs.com/valeo_jobs/job/Prague/System-Test-Engineer_REQ2025052353
Software Engineer III,Software Engineer,J.P. Morgan,['Finance'],https://www.jpmorgan.com,['English'],"['AWS', 'Java', 'Python', 'Spark', 'Terraform']",,,['GB'],[],"['Bournemouth, null, GB']","Bournemouth, Dorset County, United Kingdom",https://jpmc-dev8.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/requisitions/job/210573183
Software Engineer III,Software Engineer,J.P. Morgan,['Finance'],https://www.jpmorgan.com,['English'],['Python'],,,['GB'],[],"['Glasgow, null, GB']","Glasgow, United Kingdom",https://jpmc-dev8.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/requisitions/job/210577502
Lead Software Engineer,Lead Software Engineer,J.P. Morgan,['Finance'],https://www.jpmorgan.com,['English'],"['Java', 'Spring', 'AWS', 'Kafka']",,,['GB'],[],"['Glasgow, null, GB']","Glasgow, United Kingdom",https://jpmc-dev8.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/requisitions/job/210584157
Software Engineer II,Software Engineer,JPMorgan Chase,['Finance'],https://www.jpmorgan.com,['English'],"['Java', 'Spring', 'Spring Boot', 'ReactJS', 'JavaScript', 'Typescript', 'Oracle', 'MySQL', 'MongoDB', 'AWS', 'Kafka', 'IBM MQ']",118750,150000,['US'],"['New Jersey, US']","['Jersey City, New Jersey, US']","Jersey City, New Jersey, United States",https://jpmc-dev8.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/requisitions/job/210575908
Software Engineer,Software Engineer,NatWest Group,"['Banks', 'Financial Services Companies']",jobs.natwestgroup.com,['English'],"['Java', 'Spring Boot', 'Microservices', 'Oracle', 'PostgreSQL', 'SQL', 'DevOps', 'Agile']",,,['IN'],[],"['Bangalore, null, IN']","Bangalore, India",https://rbs.wd3.myworkdayjobs.com/rbs/job/Bangalore/Software-Engineer_R-00252364
Software Engineer,Software Engineer,NatWest Group,"['Banks', 'Financial Services Companies']",jobs.natwestgroup.com,['English'],"['Java', 'Kafka', 'Mongo DB', 'DevOps', 'Agile']",,,['IN'],[],"['Bangalore, null, IN', 'Chennai, null, IN', 'Gurugram, null, IN']",Bangalore or Chennai or Gurugram,https://rbs.wd3.myworkdayjobs.com/rbs/job/Bangalore/Software-Engineer_R-00251448
Software Engineer,Software Engineer,NatWest Group,"['Banks', 'Financial Services Companies']",jobs.natwestgroup.com,['English'],"['AWS', 'Development Tools', 'Testing Tools', 'Bug Tracking Tools', 'Agile Methodology']",,,['IN'],[],"['Gurugram, null, IN', 'Chennai, null, IN']",Gurugram or Chennai,https://rbs.wd3.myworkdayjobs.com/rbs/job/Gurugram/Software-Engineer_R-00250297-1
Software Engineer,Software Engineer,NatWest Group,"['Banks', 'Financial Services Companies']",jobs.natwestgroup.com,['English'],"['Microsoft Exchange', 'Microsoft Teams', 'Cisco Ironport', 'PowerShell', 'DevOps', 'Agile']",,,['IN'],[],"['Bangalore, null, IN']","Bangalore, India",https://rbs.wd3.myworkdayjobs.com/rbs/job/Bangalore/Software-Engineer_R-00252332-1
Software Engineer,Software Engineer,Zoom Video Communications,"['Video Messaging Companies', 'Software Companies', 'Telecommunications Companies', 'Social Networking Companies', 'Media And Information Companies']",zoom.us,['English'],"['Java EE', 'REST services', 'Web Services', 'Oracle', 'MySQL', 'MS SQL', 'MongoDB', 'AWS', 'Kubernetes', 'Containers', 'Spring Framework', 'Shell scripting']",124000,271200,['US'],"['California, US']","['San Francisco, California, US']","San Francisco, California, United States",https://zoom.wd5.myworkdayjobs.com/zoom/job/Bay-Area-CA/Software-Engineer_R15677-1
AI Software Engineer,AI Software Engineer,Zoom Video Communications,"['Video Messaging Companies', 'Software Companies', 'Telecommunications Companies', 'Social Networking Companies', 'Media And Information Companies']",zoom.us,['English'],"['C++', 'Python', 'WebSocket', 'WebRTC', 'TensorFlow', 'PyTorch', 'ONNX']",,,['CN'],[],"['Hangzhou, null, CN']","Hangzhou, China",https://zoom.wd5.myworkdayjobs.com/zoom/job/Hangzhou-CHN/AI-Software-Engineer_R15716
AI Software Engineer,AI Software Engineer,Zoom Video Communications,"['Video Messaging Companies', 'Software Companies', 'Telecommunications Companies', 'Social Networking Companies', 'Media And Information Companies']",zoom.us,['English'],"['C++', 'Python', 'WebSocket', 'WebRTC', 'TensorFlow', 'PyTorch', 'ONNX']",,,['CN'],[],"['Hangzhou, null, CN']","Hangzhou, China",https://zoom.wd5.myworkdayjobs.com/zoom/job/Hangzhou-CHN/_R14465
Software Engineer - Java Backend,Software Engineer,Zoom Video Communications,"['Video Messaging Companies', 'Software Companies', 'Telecommunications Companies', 'Social Networking Companies', 'Media And Information Companies']",zoom.us,['English'],"['Java', 'Spring MVC', 'Spring Boot', 'SQL', 'NoSQL', 'AWS', 'Jenkins', 'Git', 'Splunk', 'ELK/Kibana', 'Datadog', 'Prometheus']",,,['IN'],[],[],India,https://zoom.wd5.myworkdayjobs.com/zoom/job/Remote--IND/Software-Engineer---Java-Backend_R15616-1
Software Engineer,Software Engineer,Snyk,"['Security Software Companies', 'Enterprise Software Companies', 'Software Companies']",snyk.io,['English'],"['Go', 'TypeScript']",,,['US'],"['Massachusetts, US']","['Boston, Massachusetts, US']","Boston, Massachusetts, United States",https://boards.greenhouse.io/snyk/jobs/7860238002
Software Engineer,Software Engineer,Snyk,"['Security Software Companies', 'Enterprise Software Companies', 'Software Companies']",snyk.io,['English'],"['Go', 'TypeScript', 'Kubernetes', 'Docker', 'eBPF']",,,['IL'],[],"['Tel Aviv, null, IL']","Tel Aviv, Israel",https://boards.greenhouse.io/snyk/jobs/7738361002
Software Engineer,Software Engineer,Snyk,"['Security Software Companies', 'Enterprise Software Companies', 'Software Companies']",snyk.io,['English'],"['Go', 'TypeScript', 'Python']",,,['GB'],[],"['London, null, GB']","London, United Kingdom",https://boards.greenhouse.io/snyk/jobs/7867048002
Staff Software Engineer,Staff Software Engineer,Snyk,"['Security Software Companies', 'Enterprise Software Companies', 'Software Companies']",snyk.io,['English'],"['Typescript', 'Go']",,,['IL'],[],"['Tel Aviv, null, IL']","Tel Aviv, Israel",https://boards.greenhouse.io/snyk/jobs/7738363002
Software Engineer,Software Engineer,JPMorgan Chase,['Finance'],https://www.jpmorgan.com,['English'],"['Linux', 'Agile SDLC', 'Application Architecture Disciplines', 'Microservices', 'Apache Kafka', 'Docker', 'Spring', 'Hibernate', 'Java', 'SQL', 'REST', 'Maven', 'Kubernetes', 'Oracle', 'GIT', 'Cucumber', 'Junit', 'Automated Testing', 'Functional Testing', 'Unit Testing', 'User Acceptance Testing']",,,['US'],"['Florida, US']","['Tampa, Florida, US']","Tampa, Florida, United States",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/requisitions/job/210599630
Software Engineer,Software Engineer,JPMorgan Chase,['Finance'],https://www.jpmorgan.com,['English'],"['Java', 'J2EE', 'Spring', 'Python', 'AWS', 'Oracle', 'Postgres', 'HTML', 'React', 'Angular', 'JQuery', 'NodeJS', 'CSS', 'SonarQube']",,,['US'],"['Texas, US']","['Houston, Texas, US']","Houston, Texas, United States",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/requisitions/job/210598990
Software Engineer,Software Engineer,JPMorgan Chase,['Finance'],https://www.jpmorgan.com,['English'],"['Java', 'Spring Boot', 'GraphQL', 'RESTful APIs', 'JavaScript', 'REACT', 'Angular', 'Elasticsearch', 'Jenkins', 'Cloud Foundry', 'MongoDB', 'Oracle Database', 'Splunk', 'AppDynamics', 'Sonar', 'ESLint', 'Snyk', 'Jira', 'Bitbucket', 'Confluence', 'Figma']",,,['US'],"['Texas, US']","['Plano, Texas, US']","Plano, Texas, United States",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/requisitions/job/210604788
Software Engineer,Software Engineer,Chase,['Finance'],https://careers.jpmorgan.com,['English'],"['Unix', 'Agile SDLC', 'Application Architecture Disciplines', 'Microservices', 'Docker', 'J2EE', 'Spring', 'Java', 'Shell Scripting', 'REST', 'SOAP', 'JSON', 'MongoDB', 'GIT', 'Cucumber', 'Junit', 'Automated Testing', 'Blackbox Testing', 'Manual Testing', 'Performance Testing', 'Regression Testing', 'Smoke Testing', 'System Integration Testing', 'Unit Testing']",,,['US'],"['Texas, US']","['Plano, Texas, US']","Plano, Texas, United States",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/requisitions/job/210604615
Software Engineer,Software Engineer,Emerson,['Information Technology'],https://www.emerson.com,['English'],"['Oracle E-Business Suite', 'Oracle PLSQL', 'RDBMS']",,,['HU'],[],"['Debrecen, null, HU']","Debrecen, Hajdú-Bihar County, Hungary",https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/requisitions/job/25013811
Software Engineer,Software Engineer,Emerson,['Information Technology'],,['English'],"['C/C++', 'Python', 'Windows Driver Development', 'Linux Kernel Development', 'Agile Methodologies']",,,['MY'],"['Pulau Pinang, MY']","['Bayan Lepas, Pulau Pinang, MY']","Bayan Lepas, Pulau Pinang, Malaysia",https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/requisitions/job/25014671
Software Engineer,Software Engineer,Emerson,['Information Technology'],,['English'],"['C', 'C++', 'Python', 'Windows Driver Development', 'Linux Kernel Development', 'Agile Development']",,,['MY'],"['Pulau Pinang, MY']","['Bayan Lepas, Pulau Pinang, MY']","Bayan Lepas, Pulau Pinang, Malaysia",https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/requisitions/job/25014672
Engineer II Software Development,Software Engineer,Emerson,['Information Technology'],https://www.emerson.com,['English'],"['Node JS', 'C#', '.Net Core', 'Angular', 'React', 'TestNG', 'Bootstrap', 'JavaScript', 'Microsoft SQL Server', 'PostgreSQL', 'MySQL', 'Team Foundation Server', 'GitHub', 'Bitbucket', 'Docker', 'MQTT Broker', 'Mongo DB', 'REST APIs', 'Jenkins', 'Bamboo', 'Azure Cloud', 'DevOps', 'TCP/IP', 'OPC', 'OPC-UA']",,,['IN'],"['Maharashtra, IN']","['Pune, Maharashtra, IN']","Pune, Maharashtra, India",https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/requisitions/job/24013027
Software Engineer,Software Engineer,Accenture Federal Services,['Software Companies'],afs.com,['English'],"['Java', 'SpringBoot', 'JavaScript', 'JMS', 'SOA', 'MongoDB', 'Docker', 'Kubernetes', 'ElasticSearch', 'AWS', 'React', 'Angular', 'Git']",84700,149000,['US'],"['Maryland, US']","['Annapolis Junction, Maryland, US']","Annapolis Junction, Maryland, United States",https://boards.greenhouse.io/accenturefederalservices/jobs/4436284006?gh_jid=4436284006
Software Engineer,Software Engineer,Accenture Federal Services,['Software Companies'],afs.com,['English'],[],76000,144000,['US'],"['Maryland, US']","['Annapolis Junction, Maryland, US']","Annapolis Junction, Maryland, United States",https://boards.greenhouse.io/accenturefederalservices/jobs/4406788006?gh_jid=4406788006
Software Engineer 0,Software Engineer,Accenture Federal Services,['Software Companies'],afs.com,['English'],[],84700,149000,['US'],"['Maryland, US']","['Annapolis Junction, Maryland, US']","Annapolis Junction, Maryland, United States",https://boards.greenhouse.io/accenturefederalservices/jobs/4449341006?gh_jid=4449341006
Software Engineer,Software Engineer,Accenture Federal Services,['Software Companies'],afs.com,['English'],"['C#', 'Java', 'Javascript', 'ReactJS', 'NodeJS']",120500,221800,['US'],"['Maryland, US']","['Annapolis Junction, Maryland, US']","Annapolis Junction, Maryland, United States",https://boards.greenhouse.io/accenturefederalservices/jobs/4414500006?gh_jid=4414500006
Software Engineer / Sr. Software Engineer - Payments Acceptance,Software Engineer,VGS,"['Security Software Companies', 'Enterprise Software Companies', 'Software Companies']",verygoodsecurity.com,['English'],"['AWS', 'Kubernetes', 'Docker', 'Java', 'Python', 'Spring Framework', 'Kafka', 'Grafana', 'Open Telemetry', 'CircleCI', 'GitHub Actions', 'Argo']",130000,180000,['US'],[],[],United States,https://jobs.lever.co/verygoodsecurity/1ae83852-7dc0-4683-99c7-014079179be9/apply
Software Engineer Intern,Software Engineer Intern,VGS,"['Security Software Companies', 'Enterprise Software Companies', 'Software Companies']",verygoodsecurity.com,['English'],"['Java', 'Python', 'AWS', 'Grafana']",41600,52000,['US'],"['Various, US']",[],"Various, United States",https://jobs.lever.co/verygoodsecurity/545c6abf-4891-4bd2-86fe-a6f877fb5d08/apply
Systems Integrations Engineer,Systems Integrations Engineer,VGS,"['Security Software Companies', 'Enterprise Software Companies', 'Software Companies']",verygoodsecurity.com,['English'],"['Python', 'JavaScript', 'Java', 'Go', 'AWS', 'Docker', 'Kubernetes', 'Apache Airflow', 'Terraform']",100000,140000,['US'],[],[],United States,https://jobs.lever.co/verygoodsecurity/0d937cbc-540a-4bf2-9c7b-faa87932caf4/apply
Software Engineer,Software Engineer,Leonardo,"['Aircraft Manufacturers', 'Motor Vehicle Manufacturers', 'Defense Companies', 'Professional Service Companies']",leonardocompany.com,"['English', 'Italian']","['Python', 'C++', 'Java', 'DOORS', 'Linux', 'UML', 'Microsoft SQL Server', 'PostgreSQL', 'MySQL', 'Oracle SQL', 'SQLite', 'SVN', 'Git', 'Eclipse', 'JetBrains', 'Visual Studio', 'JavaFx', 'QT', 'Angular']",,,['IT'],[],"['Rome, null, IT']","Rome, Italy",https://leonardocompany.wd3.myworkdayjobs.com/leonardocareersite/job/IT---Roma---Via-Tiburtina--KM12400/Software-Engineer_R0015912
Software Developer,Software Developer,Leonardo,"['Aircraft Manufacturers', 'Motor Vehicle Manufacturers', 'Defense Companies', 'Professional Service Companies']",leonardocompany.com,"['Italian', 'English']","['Python', 'C++', 'Java', 'DOORS', 'Linux', 'DBMS', 'SVN', 'Git', 'Eclipse', 'JetBrains', 'Visual Studio', 'Angular']",,,['IT'],[],"['Taranto, null, IT']","Taranto, Italy",https://leonardocompany.wd3.myworkdayjobs.com/leonardocareersite/job/IT---Taranto---Vle-del-Lavoro/Software-Developer_R0016054
Software Engineer (MATLAB),Software Engineer,Leonardo,"['Aircraft Manufacturers', 'Motor Vehicle Manufacturers', 'Defense Companies', 'Professional Service Companies']",leonardocompany.com,['English'],"['MATLAB', 'Simulink', 'C++', 'Jira', 'Confluence', 'Bitbucket', 'Gitlab']",,,['GB'],[],"['Edinburgh, null, GB', 'Newcastle, null, GB']",Edinburgh or Newcastle,https://leonardocompany.wd3.myworkdayjobs.com/leonardocareersite/job/GB---Edinburgh/Signal-Processing-Software-Engineer_R0007725
Software Developer,Software Developer,Leonardo,"['Aircraft Manufacturers', 'Motor Vehicle Manufacturers', 'Defense Companies', 'Professional Service Companies']",leonardocompany.com,"['Italian', 'English']","['Python', 'C++', 'Java', 'DOORS', 'Linux', 'SVN', 'Git', 'Eclipse', 'JetBrains', 'Visual Studio', 'JavaFx', 'QT', 'Angular', 'UML2', 'Microsoft SQL Server', 'PostgreSQL', 'MySQL', 'Oracle SQL', 'SQLite']",,,['IT'],[],"['Rome, null, IT']","Rome, Italy",https://leonardocompany.wd3.myworkdayjobs.com/leonardocareersite/job/IT---Roma---Via-Tiburtina-1020/Software-Developer_R0015908
